timestamp,meter_id,kW,kWh,power_factor
2025-10-01 05:15:00,EM-BAG,49.48,12.371,0.953
2025-10-01 05:15:00,EM-BLR,56.86,14.214,0.927
2025-10-01 05:15:00,EM-MAIN,328.95,82.238,0.969
2025-10-01 05:30:00,EM-L1-PM,105.71,26.427,0.982
2025-10-01 05:30:00,EM-MX,34.86,8.716,0.981
2025-10-01 05:30:00,EM-HM,76.97,19.243,0.95
2025-10-01 05:30:00,EM-BAG,44.25,11.062,0.926
2025-10-01 05:30:00,EM-BLR,80.91,20.227,0.946
2025-10-01 05:30:00,EM-MAIN,355.94,88.985,0.927
2025-10-01 05:45:00,EM-L1-PM,99.79,24.947,0.949
2025-10-01 05:45:00,EM-MX,50.55,12.638,0.974
2025-10-01 05:45:00,EM-HM,54.05,13.513,0.934
2025-10-01 05:45:00,EM-BAG,39.01,9.753,0.943
2025-10-01 05:45:00,EM-BLR,69.35,17.337,0.968
2025-10-01 05:45:00,EM-MAIN,323.33,80.832,0.941
2025-10-01 06:00:00,EM-L1-PM,108.33,27.082,0.927
2025-10-01 06:00:00,EM-MX,42.07,10.519,0.925
2025-10-01 06:00:00,EM-HM,60.7,15.176,0.979
2025-10-01 06:00:00,EM-BAG,49.8,12.449,0.99
2025-10-01 06:00:00,EM-BLR,65.49,16.372,0.96
2025-10-01 06:00:00,EM-MAIN,338.77,84.693,0.949
2025-10-01 06:15:00,EM-L1-PM,118.15,29.539,0.942
2025-10-01 06:15:00,EM-MX,51.92,12.98,0.916
2025-10-01 06:15:00,EM-HM,68.73,17.183,0.941
2025-10-01 06:15:00,EM-BAG,45.67,11.418,0.922
2025-10-01 06:15:00,EM-BLR,75.6,18.901,0.947
2025-10-01 06:15:00,EM-MAIN,375.88,93.97,0.946
2025-10-01 06:30:00,EM-L1-PM,118.45,29.612,0.967
2025-10-01 06:30:00,EM-MX,60.56,15.14,0.943
2025-10-01 06:30:00,EM-HM,59.32,14.83,0.979
2025-10-01 06:30:00,EM-BAG,42.96,10.74,0.92
2025-10-01 06:30:00,EM-BLR,72.18,18.045,0.98
2025-10-01 06:30:00,EM-MAIN,367.09,91.772,0.95
2025-10-01 06:45:00,EM-L1-PM,105.06,26.264,0.92
2025-10-01 06:45:00,EM-MX,77.64,19.411,0.936
2025-10-01 06:45:00,EM-HM,81.21,20.302,0.959
2025-10-01 06:45:00,EM-BAG,45.55,11.387,0.954
2025-10-01 06:45:00,EM-BLR,82.75,20.688,0.974
2025-10-01 06:45:00,EM-MAIN,404.49,101.122,0.961
2025-10-01 07:00:00,EM-L1-PM,139.7,34.926,0.961
2025-10-01 07:00:00,EM-MX,61.31,15.328,0.949
2025-10-01 07:00:00,EM-HM,77.16,19.291,0.929
2025-10-01 07:00:00,EM-BAG,44.11,11.027,0.943
2025-10-01 07:00:00,EM-BLR,78.09,19.522,0.94
2025-10-01 07:00:00,EM-MAIN,411.83,102.958,0.953
2025-10-01 07:15:00,EM-L1-PM,133.96,33.49,0.99
2025-10-01 07:15:00,EM-MX,73.35,18.338,0.967
2025-10-01 07:15:00,EM-HM,75.97,18.993,0.949
2025-10-01 07:15:00,EM-BAG,54.0,13.499,0.947
2025-10-01 07:15:00,EM-BLR,91.13,22.783,0.933
2025-10-01 07:15:00,EM-MAIN,444.55,111.138,0.946
2025-10-01 07:30:00,EM-L1-PM,127.2,31.801,0.983
2025-10-01 07:30:00,EM-MX,70.85,17.713,0.96
2025-10-01 07:30:00,EM-HM,80.66,20.165,0.986
2025-10-01 07:30:00,EM-BAG,67.69,16.921,0.966
2025-10-01 07:30:00,EM-BLR,90.83,22.707,0.98
2025-10-01 07:30:00,EM-MAIN,453.73,113.433,0.956
2025-10-01 07:45:00,EM-L1-PM,141.25,35.314,0.976
2025-10-01 07:45:00,EM-MX,93.18,23.296,0.937
2025-10-01 07:45:00,EM-HM,79.61,19.902,0.958
2025-10-01 07:45:00,EM-BAG,74.01,18.502,0.932
2025-10-01 07:45:00,EM-BLR,107.14,26.785,0.936
2025-10-01 07:45:00,EM-MAIN,511.68,127.921,0.951
2025-10-01 08:00:00,EM-L1-PM,139.74,34.934,0.943
2025-10-01 08:00:00,EM-MX,81.51,20.378,0.948
2025-10-01 08:00:00,EM-HM,93.39,23.348,0.961
2025-10-01 08:00:00,EM-BAG,61.91,15.477,0.958
2025-10-01 08:00:00,EM-BLR,112.78,28.194,0.916
2025-10-01 08:00:00,EM-MAIN,509.63,127.406,0.971
2025-10-01 08:15:00,EM-L1-PM,162.13,40.533,0.953
2025-10-01 08:15:00,EM-MX,72.84,18.211,0.98
2025-10-01 08:15:00,EM-HM,100.32,25.081,0.946
2025-10-01 08:15:00,EM-BAG,76.48,19.119,0.941
2025-10-01 08:15:00,EM-BLR,103.52,25.879,0.952
2025-10-01 08:15:00,EM-MAIN,533.13,133.283,0.953
2025-10-01 08:30:00,EM-L1-PM,157.25,39.312,0.95
2025-10-01 08:30:00,EM-MX,82.12,20.53,0.928
2025-10-01 08:30:00,EM-HM,103.09,25.773,0.941
2025-10-01 08:30:00,EM-BAG,69.99,17.498,0.982
2025-10-01 08:30:00,EM-BLR,111.84,27.959,0.927
2025-10-01 08:30:00,EM-MAIN,540.23,135.058,0.944
2025-10-01 08:45:00,EM-L1-PM,160.01,40.003,0.969
2025-10-01 08:45:00,EM-MX,91.84,22.961,0.95
2025-10-01 08:45:00,EM-HM,110.64,27.659,0.951
2025-10-01 08:45:00,EM-BAG,83.12,20.781,0.948
2025-10-01 08:45:00,EM-BLR,105.69,26.421,0.938
2025-10-01 08:45:00,EM-MAIN,572.02,143.005,0.99
2025-10-01 09:00:00,EM-L1-PM,154.49,38.622,0.95
2025-10-01 09:00:00,EM-MX,87.47,21.867,0.916
2025-10-01 09:00:00,EM-HM,101.5,25.376,0.923
2025-10-01 09:00:00,EM-BAG,88.93,22.232,0.966
2025-10-01 09:00:00,EM-BLR,118.4,29.601,0.94
2025-10-01 09:00:00,EM-MAIN,568.79,142.198,0.966
2025-10-01 09:15:00,EM-L1-PM,165.17,41.293,0.958
2025-10-01 09:15:00,EM-MX,101.66,25.416,0.932
2025-10-01 09:15:00,EM-HM,107.78,26.946,0.952
2025-10-01 09:15:00,EM-BAG,100.78,25.196,0.947
2025-10-01 09:15:00,EM-BLR,121.77,30.444,0.91
2025-10-01 09:15:00,EM-MAIN,620.1,155.024,0.957
2025-10-01 09:30:00,EM-L1-PM,159.01,39.751,0.963
2025-10-01 09:30:00,EM-MX,98.05,24.512,0.925
2025-10-01 09:30:00,EM-HM,100.6,25.151,0.945
2025-10-01 09:30:00,EM-BAG,88.56,22.141,0.977
2025-10-01 09:30:00,EM-BLR,120.51,30.127,0.936
2025-10-01 09:30:00,EM-MAIN,588.16,147.041,0.952
2025-10-01 09:45:00,EM-L1-PM,170.34,42.586,0.929
2025-10-01 09:45:00,EM-MX,101.36,25.339,0.928
2025-10-01 09:45:00,EM-HM,111.89,27.973,0.932
2025-10-01 09:45:00,EM-BAG,95.09,23.772,0.933
2025-10-01 09:45:00,EM-BLR,130.2,32.549,0.956
2025-10-01 09:45:00,EM-MAIN,632.71,158.178,0.946
2025-10-01 10:00:00,EM-L1-PM,167.32,41.831,0.949
2025-10-01 10:00:00,EM-MX,109.04,27.259,0.931
2025-10-01 10:00:00,EM-HM,112.08,28.02,0.956
2025-10-01 10:00:00,EM-BAG,97.37,24.343,0.968
2025-10-01 10:00:00,EM-BLR,136.63,34.158,0.933
2025-10-01 10:00:00,EM-MAIN,647.73,161.932,0.957
2025-10-01 10:15:00,EM-L1-PM,176.1,44.025,0.942
2025-10-01 10:15:00,EM-MX,106.23,26.556,0.939
2025-10-01 10:15:00,EM-HM,120.43,30.107,0.939
2025-10-01 10:15:00,EM-BAG,93.0,23.25,0.947
2025-10-01 10:15:00,EM-BLR,124.26,31.064,0.963
2025-10-01 10:15:00,EM-MAIN,640.69,160.173,0.963
2025-10-01 10:30:00,EM-L1-PM,184.19,46.047,0.949
2025-10-01 10:30:00,EM-MX,113.12,28.281,0.945
2025-10-01 10:30:00,EM-HM,130.53,32.631,0.907
2025-10-01 10:30:00,EM-BAG,103.5,25.875,0.968
2025-10-01 10:30:00,EM-BLR,135.47,33.869,0.942
2025-10-01 10:30:00,EM-MAIN,694.69,173.674,0.953
2025-10-01 10:45:00,EM-L1-PM,172.73,43.181,0.942
2025-10-01 10:45:00,EM-MX,112.89,28.222,0.939
2025-10-01 10:45:00,EM-HM,126.7,31.675,0.933
2025-10-01 10:45:00,EM-BAG,96.63,24.158,0.949
2025-10-01 10:45:00,EM-BLR,128.67,32.168,0.974
2025-10-01 10:45:00,EM-MAIN,655.62,163.904,0.944
2025-10-01 11:00:00,EM-L1-PM,185.66,46.414,0.942
2025-10-01 11:00:00,EM-MX,121.58,30.395,0.943
2025-10-01 11:00:00,EM-HM,123.8,30.95,0.94
2025-10-01 11:00:00,EM-BAG,111.22,27.804,0.952
2025-10-01 11:00:00,EM-BLR,127.72,31.931,0.907
2025-10-01 11:00:00,EM-MAIN,693.26,173.314,0.967
2025-10-01 11:15:00,EM-L1-PM,170.1,42.526,0.962
2025-10-01 11:15:00,EM-MX,114.65,28.663,0.961
2025-10-01 11:15:00,EM-HM,126.14,31.535,0.93
2025-10-01 11:15:00,EM-BAG,101.68,25.42,0.934
2025-10-01 11:15:00,EM-BLR,130.39,32.598,0.932
2025-10-01 11:15:00,EM-MAIN,663.85,165.961,0.967
2025-10-01 11:30:00,EM-L1-PM,168.33,42.082,0.971
2025-10-01 11:30:00,EM-MX,127.98,31.996,0.953
2025-10-01 11:30:00,EM-HM,127.64,31.911,0.975
2025-10-01 11:30:00,EM-BAG,105.85,26.463,0.975
2025-10-01 11:30:00,EM-BLR,142.59,35.648,0.948
2025-10-01 11:30:00,EM-MAIN,697.14,174.285,0.982
2025-10-01 11:45:00,EM-L1-PM,183.31,45.827,0.957
2025-10-01 11:45:00,EM-MX,122.84,30.71,0.956
2025-10-01 11:45:00,EM-HM,126.79,31.698,0.906
2025-10-01 11:45:00,EM-BAG,110.59,27.647,0.948
2025-10-01 11:45:00,EM-BLR,146.98,36.746,0.963
2025-10-01 11:45:00,EM-MAIN,710.99,177.749,0.949
2025-10-01 12:00:00,EM-L1-PM,184.45,46.113,0.945
2025-10-01 12:00:00,EM-MX,109.64,27.41,0.966
2025-10-01 12:00:00,EM-HM,137.94,34.485,0.931
2025-10-01 12:00:00,EM-BAG,109.94,27.484,0.938
2025-10-01 12:00:00,EM-BLR,149.14,37.285,0.99
2025-10-01 12:00:00,EM-MAIN,713.5,178.375,0.948
2025-10-01 12:15:00,EM-L1-PM,181.09,45.272,0.973
2025-10-01 12:15:00,EM-MX,123.66,30.916,0.972
2025-10-01 12:15:00,EM-HM,129.19,32.297,0.966
2025-10-01 12:15:00,EM-BAG,122.47,30.617,0.973
2025-10-01 12:15:00,EM-BLR,155.67,38.918,0.933
2025-10-01 12:15:00,EM-MAIN,739.35,184.837,0.957
2025-10-01 12:30:00,EM-L1-PM,178.25,44.563,0.966
2025-10-01 12:30:00,EM-MX,118.05,29.512,0.986
2025-10-01 12:30:00,EM-HM,142.44,35.61,0.96
2025-10-01 12:30:00,EM-BAG,112.52,28.131,0.926
2025-10-01 12:30:00,EM-BLR,160.23,40.058,0.957
2025-10-01 12:30:00,EM-MAIN,729.38,182.344,0.981
2025-10-01 12:45:00,EM-L1-PM,184.64,46.161,0.956
2025-10-01 12:45:00,EM-MX,122.96,30.74,0.952
2025-10-01 12:45:00,EM-HM,143.7,35.925,0.973
2025-10-01 12:45:00,EM-BAG,118.44,29.611,0.964
2025-10-01 12:45:00,EM-BLR,140.99,35.247,0.919
2025-10-01 12:45:00,EM-MAIN,732.65,183.163,0.966
2025-10-01 13:00:00,EM-L1-PM,193.84,48.461,0.907
2025-10-01 13:00:00,EM-MX,131.2,32.8,0.971
2025-10-01 13:00:00,EM-HM,144.64,36.161,0.936
2025-10-01 13:00:00,EM-BAG,115.17,28.791,0.944
2025-10-01 13:00:00,EM-BLR,142.76,35.689,0.922
2025-10-01 13:00:00,EM-MAIN,750.13,187.532,0.94
2025-10-01 13:15:00,EM-L1-PM,182.19,45.549,0.964
2025-10-01 13:15:00,EM-MX,126.97,31.743,0.949
2025-10-01 13:15:00,EM-HM,141.35,35.339,0.919
2025-10-01 13:15:00,EM-BAG,105.35,26.337,0.987
2025-10-01 13:15:00,EM-BLR,153.65,38.412,0.933
2025-10-01 13:15:00,EM-MAIN,733.48,183.37,0.964
2025-10-01 13:30:00,EM-L1-PM,190.81,47.704,0.943
2025-10-01 13:30:00,EM-MX,138.08,34.521,0.988
2025-10-01 13:30:00,EM-HM,136.88,34.22,0.956
2025-10-01 13:30:00,EM-BAG,125.66,31.416,0.952
2025-10-01 13:30:00,EM-BLR,145.16,36.291,0.99
2025-10-01 13:30:00,EM-MAIN,760.28,190.071,0.965
2025-10-01 13:45:00,EM-L1-PM,185.01,46.252,0.954
2025-10-01 13:45:00,EM-MX,134.31,33.578,0.95
2025-10-01 13:45:00,EM-HM,132.81,33.203,0.93
2025-10-01 13:45:00,EM-BAG,126.67,31.668,0.961
2025-10-01 13:45:00,EM-BLR,157.14,39.285,0.909
2025-10-01 13:45:00,EM-MAIN,754.9,188.724,0.954
2025-10-01 14:00:00,EM-L1-PM,187.58,46.894,0.923
2025-10-01 14:00:00,EM-MX,128.36,32.09,0.926
2025-10-01 14:00:00,EM-HM,141.84,35.461,0.957
2025-10-01 14:00:00,EM-BAG,112.63,28.158,0.931
2025-10-01 14:00:00,EM-BLR,153.53,38.383,0.951
2025-10-01 14:00:00,EM-MAIN,745.95,186.488,0.976
2025-10-01 14:15:00,EM-L1-PM,196.1,49.025,0.95
2025-10-01 14:15:00,EM-MX,139.27,34.817,0.974
2025-10-01 14:15:00,EM-HM,138.13,34.531,0.967
2025-10-01 14:15:00,EM-BAG,113.39,28.348,0.964
2025-10-01 14:15:00,EM-BLR,156.03,39.007,0.96
2025-10-01 14:15:00,EM-MAIN,765.71,191.428,0.966
2025-10-01 14:30:00,EM-L1-PM,191.01,47.753,0.948
2025-10-01 14:30:00,EM-MX,130.97,32.743,0.97
2025-10-01 14:30:00,EM-HM,145.56,36.389,0.948
2025-10-01 14:30:00,EM-BAG,116.54,29.136,0.945
2025-10-01 14:30:00,EM-BLR,160.03,40.007,0.99
2025-10-01 14:30:00,EM-MAIN,770.14,192.534,0.955
2025-10-01 14:45:00,EM-L1-PM,181.47,45.368,0.957
2025-10-01 14:45:00,EM-MX,124.85,31.212,0.963
2025-10-01 14:45:00,EM-HM,137.23,34.308,0.986
2025-10-01 14:45:00,EM-BAG,132.07,33.016,0.936
2025-10-01 14:45:00,EM-BLR,150.37,37.594,0.962
2025-10-01 14:45:00,EM-MAIN,752.44,188.11,0.965
2025-10-01 15:00:00,EM-L1-PM,182.33,45.583,0.923
2025-10-01 15:00:00,EM-MX,128.35,32.087,0.98
2025-10-01 15:00:00,EM-HM,136.88,34.22,0.955
2025-10-01 15:00:00,EM-BAG,104.51,26.128,0.97
2025-10-01 15:00:00,EM-BLR,152.05,38.014,0.978
2025-10-01 15:00:00,EM-MAIN,722.22,180.556,0.952
2025-10-01 15:15:00,EM-L1-PM,192.48,48.119,0.947
2025-10-01 15:15:00,EM-MX,126.16,31.539,0.944
2025-10-01 15:15:00,EM-HM,137.23,34.307,0.957
2025-10-01 15:15:00,EM-BAG,117.09,29.272,0.932
2025-10-01 15:15:00,EM-BLR,147.59,36.899,0.94
2025-10-01 15:15:00,EM-MAIN,749.3,187.325,0.959
2025-10-01 15:30:00,EM-L1-PM,183.16,45.79,0.99
2025-10-01 15:30:00,EM-MX,125.84,31.461,0.956
2025-10-01 15:30:00,EM-HM,132.89,33.223,0.948
2025-10-01 15:30:00,EM-BAG,128.58,32.145,0.956
2025-10-01 15:30:00,EM-BLR,154.53,38.632,0.956
2025-10-01 15:30:00,EM-MAIN,745.24,186.311,0.981
2025-10-01 15:45:00,EM-L1-PM,185.21,46.302,0.949
2025-10-01 15:45:00,EM-MX,137.92,34.48,0.968
2025-10-01 15:45:00,EM-HM,130.03,32.508,0.975
2025-10-01 15:45:00,EM-BAG,119.49,29.872,0.928
2025-10-01 15:45:00,EM-BLR,139.31,34.828,0.943
2025-10-01 15:45:00,EM-MAIN,733.05,183.262,0.939
2025-10-01 16:00:00,EM-L1-PM,184.73,46.184,0.98
2025-10-01 16:00:00,EM-MX,123.3,30.826,0.911
2025-10-01 16:00:00,EM-HM,131.82,32.954,0.948
2025-10-01 16:00:00,EM-BAG,109.8,27.451,0.942
2025-10-01 16:00:00,EM-BLR,141.59,35.399,0.96
2025-10-01 16:00:00,EM-MAIN,712.47,178.116,0.946
2025-10-01 16:15:00,EM-L1-PM,181.44,45.36,0.919
2025-10-01 16:15:00,EM-MX,116.08,29.02,0.962
2025-10-01 16:15:00,EM-HM,136.5,34.125,0.956
2025-10-01 16:15:00,EM-BAG,112.91,28.229,0.947
2025-10-01 16:15:00,EM-BLR,141.35,35.338,0.97
2025-10-01 16:15:00,EM-MAIN,705.82,176.456,0.978
2025-10-01 16:30:00,EM-L1-PM,174.0,43.5,0.94
2025-10-01 16:30:00,EM-MX,115.87,28.967,0.918
2025-10-01 16:30:00,EM-HM,139.84,34.959,0.951
2025-10-01 16:30:00,EM-BAG,119.07,29.767,0.924
2025-10-01 16:30:00,EM-BLR,136.12,34.031,0.926
2025-10-01 16:30:00,EM-MAIN,712.0,178.0,0.974
2025-10-01 16:45:00,EM-L1-PM,174.52,43.63,0.985
2025-10-01 16:45:00,EM-MX,118.19,29.547,0.963
2025-10-01 16:45:00,EM-HM,132.39,33.098,0.928
2025-10-01 16:45:00,EM-BAG,113.5,28.374,0.95
2025-10-01 16:45:00,EM-BLR,136.6,34.149,0.964
2025-10-01 16:45:00,EM-MAIN,697.24,174.309,0.967
2025-10-01 17:00:00,EM-L1-PM,187.49,46.873,0.99
2025-10-01 17:00:00,EM-MX,124.75,31.188,0.952
2025-10-01 17:00:00,EM-HM,123.28,30.82,0.908
2025-10-01 17:00:00,EM-BAG,105.98,26.496,0.937
2025-10-01 17:00:00,EM-BLR,128.83,32.207,0.952
2025-10-01 17:00:00,EM-MAIN,690.61,172.654,0.941
2025-10-01 17:15:00,EM-L1-PM,169.05,42.263,0.94
2025-10-01 17:15:00,EM-MX,112.06,28.016,0.922
2025-10-01 17:15:00,EM-HM,126.31,31.577,0.934
2025-10-01 17:15:00,EM-BAG,103.26,25.816,0.963
2025-10-01 17:15:00,EM-BLR,128.92,32.23,0.918
2025-10-01 17:15:00,EM-MAIN,668.27,167.067,0.959
2025-10-01 17:30:00,EM-L1-PM,176.15,44.037,0.915
2025-10-01 17:30:00,EM-MX,109.58,27.395,0.929
2025-10-01 17:30:00,EM-HM,123.28,30.82,0.97
2025-10-01 17:30:00,EM-BAG,95.14,23.785,0.984
2025-10-01 17:30:00,EM-BLR,139.7,34.926,0.956
2025-10-01 17:30:00,EM-MAIN,668.61,167.153,0.979
2025-10-01 17:45:00,EM-L1-PM,165.63,41.407,0.927
2025-10-01 17:45:00,EM-MX,108.14,27.035,0.923
2025-10-01 17:45:00,EM-HM,119.28,29.821,0.957
2025-10-01 17:45:00,EM-BAG,101.81,25.454,0.937
2025-10-01 17:45:00,EM-BLR,120.1,30.026,0.903
2025-10-01 17:45:00,EM-MAIN,637.8,159.451,0.972
2025-10-01 18:00:00,EM-L1-PM,167.5,41.876,0.935
